CompoundID,InChIKey,SMILES,logS,logP,MW
C1995,CANCCLAKQQHLNK-UHFFFAOYSA-N,Cc1cccc(c1)N(C(=S)Oc1ccc2c(c1)C1CCC2C1)C,-7.17737408,5.1598,323.452
C1997,BAYSQTBAJQRACX-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)c1ccc(cc1)O,-7.172486751,5.4699,306.44
C1999,OEAIWCFLDKVTJA-UHFFFAOYSA-N,Clc1ccc2c(c1)C1(CCC(C=C1)N(C)C)c1ccccc1C=C2.Cl,-7.17125782,6.1921,372.331
C76,HLQDGCWIOSOMDP-UHFFFAOYSA-N,Clc1cc(c2ccccc2)c(c(c1Cl)Cl)Cl,-7.1599998,5.9672,291.988
C2001,UBGHFEFTDIQMFK-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC21CCC2CNCc1ccccc1Cl.Cl.Cl,-7.159373033,8.065,476.31
C2003,RHPGONJTJILALS-UHFFFAOYSA-N,CC(C(c1ccccc1)(c1ccccc1)c1ccccc1)CN1CCN(CC1)c1ncccn1.COS(=O)(=O)O.COS(=O)(=O)O,-7.151200126,6.305,672.812
C77,YVGGHNCTFXOJCH-UHFFFAOYSA-N,ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,-7.1500001,6.4955,354.486
C2004,GGJLCOPSTSMTDX-FJUODKGNSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(I)cc2)C.Cl,-7.148848364,5.9412,443.773
C2006,PUEDRVOCLLHKQK-UHFFFAOYSA-N,N(CC1CCCCC1)CC1CCC(CC1)CNCC1CCCCC1.Cl.Cl,-7.141788809,7.5184,407.504
C2007,DTNBCRXQERFIGT-UHFFFAOYSA-N,C1CCCCC(C1)NCC1CCC(CC1)CNC1CCCCCC1.Cl.Cl,-7.141788809,7.8034,407.504
C2009,CVRALZAYCYJELZ-UHFFFAOYSA-N,COP(=S)(c1ccccc1)Oc1cc(Cl)c(cc1Cl)Br,-7.137838139,6.0667,412.066
C2011,WFLPPJLXJCKEGI-QOVZSLTQSA-N,CCN(CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2)CC.Br,-7.134055482,6.9263,424.825
C2012,JQIYNMYZKRGDFK-RUFWAXPRSA-N,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2OC(=O)CC)C,-7.133127969,5.1799,384.508
C2013,GPKJTRJOBQGKQK-UHFFFAOYSA-N,CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC,-7.131315398,6.0454,399.957
C2015,ANLDLZZUCDUNDH-UHFFFAOYSA-N,N(CC1CC2CC1CC2)CC1CCC(CC1)CNCC1CC2CC1CC2.Cl.Cl,-7.121793393,7.2302,431.526
C2016,WDRFFJWBUDTUCA-UHFFFAOYSA-N,N/C(=N\CCCCCC/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)/N=C(/Nc1ccc(cc1)Cl)\N.CC(=O)O.CC(=O)O,-7.119572605,6.4656,625.551
C2019,SYHDSBBKRLVLFF-UHFFFAOYSA-N,CCN(CCOc1ccc(cc1)C(c1ccc(cc1)C)(Cc1ccc(cc1)Cl)O)CC,-7.112180045,5.8476,438.001
C78,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)c1ccccc1,-7.1100001,5.0206,230.304
C2020,JYWIYHUXVMAGLG-UHFFFAOYSA-N,Clc1cc(NC(=O)c2c(O)c(Cl)cc(c2Cl)Cl)c(c(c1)Cl)O,-7.106005414,5.6901,401.457
C2021,XAZLLTCLHJFEHD-UHFFFAOYSA-N,C1CCC(CC1)CNCC1CCC(=CC1)CNCC1CCCCC1.CC(=O)O.CC(=O)O,-7.101908271,6.0163,452.67
C2022,VZLSHAUEBAEMHM-UHFFFAOYSA-N,COc1cc(NC(CCCN(C)C)C)c2c(c1)cc1c(n2)ccc(c1)Cl,-7.099144977,5.2652,371.904
C2023,XXQMDKCWUYZXOF-UHFFFAOYSA-N,CCN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)CC.Cl,-7.092262095,6.5416,383.378
C2024,NBEALWAVEGMZQY-UHFFFAOYSA-N,C#CC(c1ccccc1)(c1ccccc1)OC(=O)NC1CCCCC1,-7.088437071,5.0132,333.424
C2025,WJLVQTJZDCGNJN-UHFFFAOYSA-N,N/C(=N\CCCCCC/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)/N=C(/Nc1ccc(cc1)Cl)\N.Cl.Cl,-7.085510632,7.8878,578.368
C2026,VHBUILOKMFUWPN-UHFFFAOYSA-N,Clc1ccccc1CNCCCCCCCCNCc1ccccc1Cl.Cl.Cl,-7.082089296,8.5992,466.315
C2028,PYTMYKVIJXPNBD-OQKDUQJOSA-N,OC(=O)C(CC(=O)O)(CC(=O)O)O.CCN(CCOc1ccc(cc1)/C(=C(/c1ccccc1)\Cl)/c1ccccc1)CC,-7.074335271,5.3141,598.083
C2029,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,-7.070889921,5.0259,477.038
C2031,XNWKPZJCRBUXIU-UHFFFAOYSA-N,CC1CCCC(C1)NCC1CCC(CC1)CNC1CCCC(C1)C.CC(=O)O.CC(=O)O,-7.063328593,6.093,454.686
C79,WIDHRBRBACOVOY-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)Cl,-7.0500002,6.6206,326.433
C80,AUGNBQPSMWGAJE-UHFFFAOYSA-N,Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl,-7.0500002,6.6206,326.433
C2037,AXISYYRBXTVTFY-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(C)C,-7.0447084,5.6391,270.451
C2038,UEGLUMKTWJPXEP-OYXUYBEVSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C/CCN1CCCC1)/c1c(S2)cccc1,-7.040277695,6.0881,439.976
C2039,UEGLUMKTWJPXEP-GBKTVRHWSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCC1)/c1c(S2)cccc1,-7.040277695,6.0881,439.976
C2040,CIPKTKYIACDNOR-UHFFFAOYSA-N,CC(=CCN(CCC(c1cccc2c1cccc2)(C(=O)N)C)CC=C(C)C)C.Cl,-7.039427734,6.7096,415.011
C2043,ZPIZOEMTEYVDGD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCNCCSS(=O)(=O)O,-7.03038987,7.8452,409.69
C2047,ZQWBGSZBBGYKNV-UHFFFAOYSA-N,CCOc1ccc(cc1)N=C(Nc1ccc(cc1)OC)Nc1ccc(cc1)OC.Cl,-7.024990344,6.2622,427.924
C81,ARSRBNBHOADGJU-UHFFFAOYSA-N,Cc1c2ccc3c(c2c(c2c1cccc2)C)cccc3,-7.02,5.763,256.341
C2049,DFBQRUOKBUEDCF-UHFFFAOYSA-N,C1CCC(=CC1)CNCC1CCC(CC1)CNCC1=CCCCC1.CC(=O)O.CC(=O)O,-7.01536361,5.9364,450.654
C2050,UBCDCHSRDTZLLP-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1c(C)cccc1C)CCN(C)C.Cl,-7.012153881,5.2579,434.999
C82,SDOJHDGZFOGOFD-UHFFFAOYSA-N,Cc1c2ccccc2c2c(c1C)c1ccccc1cc2,-7.0100002,5.763,256.341
C83,HCWZEPKLWVAEOV-UHFFFAOYSA-N,Clc1ccc(cc1c1cc(Cl)ccc1Cl)Cl,-7,5.9672,291.988
C2052,GUTINEQUFDFTSC-UHFFFAOYSA-N,c1ccc2c(c1)C(NCC1CCC(=CC1)CNC1CCc3c1cccc3)CC2.Cl.Cl,-6.99464385,7.6529,445.468
C2053,LQUVLNWIUORBDJ-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(CC1)CNCC1CCCCC1.Cl.Cl,-6.992985145,7.7917,435.902
C2054,RIGPVBUAGOURJC-UHFFFAOYSA-N,O=C(N1c2ccccc2Sc2c1nccc2)OCCOCCCN1CCCCC1.Cl,-6.987625722,5.5184,449.994
C2055,YZXBAPSDXZZRGB-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,-6.986482276,6.2167,304.467
C2056,PWZUUYSISTUNDW-VAFBSOEGSA-N,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)OC1CCCC1,-6.983895731,5.2284,364.52
C2057,AXVBJXVSFUOBFI-UHFFFAOYSA-N,CN(c1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1)C,-6.981014701,5.0922,477.643
C2058,OLEYTRFQBFZKGQ-SPIKMXEPSA-N,Clc1ccccc1CNCC1CCCC(C1)CNCc1ccccc1Cl.OC(=O)/C=C\C(=O)O.OC(=O)/C=C\C(=O)O,-6.973995178,5.8846,623.521
C2059,YWQGBCXVCXMSLJ-UHFFFAOYSA-N,CCOC(=O)C(Oc1ccc(cc1)Cc1ccc(cc1)Cl)(CC)C,-6.968201328,5.0414,346.848
C2061,SPUNGTZJGMXOMY-UHFFFAOYSA-N,Clc1cnc(c(c1)Cl)SCCCCCCCCCCN1CSCC1.Cl,-6.963351711,7.3475,443.925
C86,BJQHLKABXJIVAM-PMACEKPBSA-N,CCCC[C@@H](COC(=O)c1ccccc1C(=O)OC[C@H](CCCC)CC)CC,-6.96,6.433,390.556
C2063,SDSMMBWQNDFCEX-UHFFFAOYSA-N,CN(CCCNc1nc(nc(n1)c1cccc(c1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)C,-6.93995814,5.6286,492.058
C2065,XGWXRNKYSJHAJB-UHFFFAOYSA-N,CSc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1SC.Cl.Cl,-6.936772123,8.202,487.592
C2066,PGTFQVODURFDDZ-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1cccc2c1cccc2)(c1cccc2c1cccc2)O)CC.Cl,-6.932520575,5.9159,463.996
C2067,LKNZBZWIVXNDBF-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1ccc2c(c1)cccc2)(c1ccc2c(c1)cccc2)O)CC.Cl,-6.932520575,5.9159,463.996
C2068,LAVQJQXAUQINRC-UHFFFAOYSA-N,CCCCc1c(=O)n(n(c1OC(=O)c1cc(OC)c(c(c1)OC)OC)c1ccccc1)c1ccccc1,-6.928139266,5.2158,502.558
C2072,IEMOYEITSSERMC-UHFFFAOYSA-N,O=C(N1c2ccccc2Sc2c1nccc2)OCCCN1CCCCC1.Cl,-6.906032391,5.5018,405.941
C87,UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,-6.9000001,6.1879,318.025
C2073,UYIFTLBWAOGQBI-BZDYCCQFSA-N,O=C(c1ccccc1)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-6.894428661,5.1228,376.488
C89,IAKOZHOLGAGEJT-UHFFFAOYSA-N,COc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(cc1)OC,-6.8899999,5.2059,345.648
C2075,SLKLQAMVBKKGMQ-UHFFFAOYSA-N,C=CCc1cc(cc(c1O)CN(CC)CC)c1cc(CC=C)c(c(c1)CN(CC)CC)O.Cl.Cl,-6.885678391,7.5094,509.551
C90,GBIHOLCMZGAKNG-ZEQRLZLVSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](c1ccc(cc1)OC(F)F)C(C)C,-6.8800001,6.62798,451.462
C2077,ZKURGBYDCVNWKH-UHFFFAOYSA-N,O=C(N1c2ccc(cc2Sc2c1ccc(c2)N(C)C)N(C)C)c1ccccc1,-6.876196657,5.3267,389.513
C2079,XYHDHXBLSLSXSR-UHFFFAOYSA-N,Nc1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,-6.872415295,6.2327,335.441
C2080,CYQFCXCEBYINGO-DLBZAZTESA-N,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@@H]2C=C(C)CC1)(C)C,-6.866134057,5.7358,314.462
C2081,LQBRFFKRJLTQIJ-UHFFFAOYSA-N,CCCCCC1=CC=C(C2C1OC(C)(C)C1C2C=C(C=C1)C)O,-6.865728364,5.4907,314.462
C91,BIWJNBZANLAXMG-GPTKHRSPSA-N,Cl[C@@H]1C[C@H]2[C@@H]([C@H]1Cl)[C@]1(C([C@]2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,-6.8600001,5.6828,409.779
C2085,GRVZGPLWLJJPKF-UHFFFAOYSA-N,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1,-6.852401585,5.2888,354.509
C2086,NRVIEWRSGDDWHP-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1Cl.Cl.Cl,-6.845936943,8.065,464.299
C2087,KFDCKHFUEWIBFZ-UHFFFAOYSA-N,Clc1ccc(cc1)CNCC1CCC(CC1)CNCc1ccc(cc1)Cl.Cl.Cl,-6.845936943,8.065,464.299
C2088,RSCWQVUKFNSOHT-UHFFFAOYSA-N,Clc1cccc(c1)CNCC1CCC(CC1)CNCc1cccc(c1)Cl.Cl.Cl,-6.845936943,8.065,464.299
C2089,VQWCWQHJLVFEAI-QYVXJREKSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccc(cc1)c1ccccc1.Cl,-6.839338367,7.1002,460.05
C2090,XCTYLCDETUVOIP-UHFFFAOYSA-N,CCSc1ccc2c(c1)N(CCCN1CCN(CC1)C)c1c(S2)cccc1,-6.83537768,4.9796,399.616
C2091,JIFUOEWLEDAAJC-UHFFFAOYSA-N,CN(CCN1c2cc(ccc2Sc2c1cccc2)C(C)(C)C)C.Cl,-6.834764233,6.0154,362.96
C2094,UPHWVVKYDQHTCF-UHFFFAOYSA-N,CC(=O)O.CCCCCCCCCCCCCCCCCCN,-6.829526532,6.9978,329.561
C2095,TUTHZCGVRIGJOK-HABIVSBTSA-N,OCCN1CCN(CC1)CC/C=C/1\c2cc(Cl)ccc2Sc2c1cc(Br)cc2.Cl.Cl,-6.828206792,6.4786,552.783
C2096,KSOHFVDMHBOJLF-UHFFFAOYSA-N,CC(Cc1ccccc1)NCC1CCC(CC1)CNC(Cc1ccccc1)C.Cl.Cl,-6.826017086,7.6202,451.515
C2098,NRFGEDASJHBPPN-UHFFFAOYSA-N,CC(=O)Oc1c(Br)cc(cc1C(=S)Nc1ccc(cc1)Br)Cl,-6.815467205,5.6509,463.571
C92,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,-6.8099999,5.5523,256.424
C2099,KETJZVQYVUKNHG-UHFFFAOYSA-N,Clc1ccc(c(c1)Sc1ccc(cc1)Cl)NCCCN1CCCCC1.Cl,-6.807957607,7.2454,431.85
C2100,GJFGPQLNCBQNPS-UHFFFAOYSA-N,COc1cc2c(cc1OC)CCN(C2CCc1ccc(cc1)Cl)CC=C(C)C,-6.804055841,5.7933,399.954
C93,SFTUSTXGTCCSHX-UHFFFAOYSA-N,Clc1ccc(c(c1)c1c(Cl)cccc1Cl)Cl,-6.8000002,5.9672,291.988
C94,GVYLCNUFSHDAAW-DYXRAMCBSA-N,Cl[C@]12C(Cl)(Cl)[C@@]3([C@@]4([C@@]1(Cl)[C@@]1([C@@]2(Cl)[C@]3([C@]4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-6.8000002,6.223,545.543
C2101,APZDIQXJAZNFJM-UHFFFAOYSA-N,CC(OC(=O)N1c2ccccc2Sc2c1nccc2)CN(C(C)C)C(C)C.Cl,-6.799869877,6.1952,421.984
C2102,DNFFUBYXDRGKLH-UHFFFAOYSA-N,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O.CCCCOc1ccc(cc1)OCC(=O)N(c1ccc(cc1)OC)C(CN(CC)CC)C,-6.793754166,7.7028,671.695
C2105,SRYJGFZDCPAKOC-LFYAFSDUSA-N,Clc1ccc2c(c1)/C(=C\CCN(C1CCCC1)C)/c1c(S2)cccc1.Cl,-6.788105327,7.3028,406.412
C2107,LFTDPULWBZMYIZ-UHFFFAOYSA-N,O=C(Nc1cc(Cl)ccc1Sc1ccc(cc1)Cl)CCN1CCCCC1,-6.784745668,5.97,409.372
C2108,KCGUXDJRVTZQAT-UHFFFAOYSA-N,O=C(Nc1ccc(cc1Sc1ccc(cc1)Cl)Cl)CCN1CCCCC1,-6.784745668,5.97,409.372
C2109,QGQNYQWNUGSMAB-UHFFFAOYSA-N,C1CCC(CC1)Nc1c2ccccc2nc2c1cccc2,-6.782546484,5.2056,276.375
C95,PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])Cc1c(F)cccc1Cl,-6.7800002,6.3872,421.731
C2114,VDNJCIPRRIYXKZ-UHFFFAOYSA-N,CN(C1CCC2(CC1)c1ccccc1CCc1c2cccc1)C.Cl,-6.770500322,5.3775,341.917
C2117,YGRPUMAHIJPCOE-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(=CC1)CNCc1ccccc1Cl.Cl.Cl,-6.758570063,7.9851,462.283
C2118,HLPPSQPFFGNHHE-HKUYNNGSSA-N,CCN([C@H]1CCN(C1)[C@H]1Cc2ccccc2Sc2c1cc(Cl)cc2)C,-6.755415122,5.0523,372.955
C2119,HLPPSQPFFGNHHE-MJGOQNOKSA-N,CCN([C@@H]1CCN(C1)[C@H]1Cc2ccccc2Sc2c1cc(Cl)cc2)C,-6.755415122,5.0523,372.955
C2120,HLPPSQPFFGNHHE-IEBWSBKVSA-N,CCN([C@@H]1CCN(C1)[C@@H]1Cc2ccccc2Sc2c1cc(Cl)cc2)C,-6.755415122,5.0523,372.955
C2121,HLPPSQPFFGNHHE-PKOBYXMFSA-N,CCN([C@H]1CCN(C1)[C@@H]1Cc2ccccc2Sc2c1cc(Cl)cc2)C,-6.755415122,5.0523,372.955
C1669,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2)C	,-6.75,5.188,315.86
C2122,FQNNIZDWNAHSKK-UHFFFAOYSA-N,N(CC1CCCC=C1)CC1CCC(CC1)CNCC1CCCC=C1.Cl.Cl,-6.745479711,7.0704,403.472
C2123,VBGLYOIFKLUMQG-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(c1c2cc(C)cc1)(C)C,-6.741542243,5.7278,310.43
C96,SLGBZMMZGDRARJ-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1c1c2cccc1,-6.7399998,5.1462,228.288
C2124,DRLLEHPFGRESBT-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2.Cl.Cl,-6.736009183,6.0583,518.927
C2125,NKJOXAZJBOMXID-UHFFFAOYSA-N,CCCCCCCCOCCCCCCCC,-6.732951229,5.724,242.441
C2127,FLKWNFFCSSJANB-UHFFFAOYSA-N,CCC(=O)n1c(=O)n(c2c1cccc2)C1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N,-6.73005063,5.32798,492.611
C2128,BXHWNSFNMHETHT-UHFFFAOYSA-N,CS(=O)(=O)O.CS(=O)(=O)O.Nc1nccnc1N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-6.72821982,6.3592,641.801
C2129,TZWQBGUNOCNPLF-UHFFFAOYSA-N,Brc1ccc(nc1)SCCCCCCCCCCN1CSCC1.Cl.Cl,-6.728166956,7.6052,490.392
C2130,NYVYQBXTIUYRRP-UHFFFAOYSA-N,N(CC1CC2CC1C=C2)CC1CCC(CC1)CNCC1CC2CC1C=C2.Cl.Cl,-6.726759709,6.7822,427.494
C2131,TXVGQCHMEAUKDG-YGICXTQQSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCC1=CCCCC1.Cl,-6.725499911,6.081,387.986
C2132,QETMIYRHIXHGJK-MHTZHOPKSA-N,CCN(CC/N=c/1\cc2c(cc1Nc1ccc(cc1)Cl)nc1c(n2c2ccc(cc2)Cl)cccc1)CC,-6.712689826,7.5446,530.491
C97,YJDYCULVYZDESB-HKQXQEGQSA-N,O=C1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CCCC2,-6.6999998,4.9883,274.441
C98,JVHMUUUYNIPCPF-GDLZYMKVSA-N,Oc1ccc(c(c1)C)O[P@@](=O)(Oc1c(C)cccc1O)Oc1cc(O)ccc1C,-6.6999998,5.3735,416.361
C2136,JIOPMQJPYHJGJA-UHFFFAOYSA-N,CCCCC1=CC(N(C(C1)(C)C)C(=O)CN(Cc1ccccc1)C)(C)C,-6.699645307,4.9624,356.545
C2138,BSVYJQAWONIOOU-UHFFFAOYSA-N,CCN(CCOc1ccc2c(c1)C(=O)c1c2ccc(c1)OCCN(CC)CC)CC.Cl.Cl,-6.696706859,5.9432,483.471
C2139,GUGOEEXESWIERI-UHFFFAOYSA-N,OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,-6.690025778,6.3837,471.673
C2140,WBERNRVMJQYKKR-UHFFFAOYSA-N,CN(c1ccc(cc1)Nc1c2ccccc2nc2c1cccc2)C,-6.689924547,5.2706,313.396
C2141,JFGXCMKVTZAJMD-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCCC(N1)C(c1ccccc1)(c1ccccc1)O,-6.68620951,5.6981,449.583
C2143,SHTAFWKOISOCBI-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N)c1ccccc1.Cl,-6.676521367,6.22318,489.048
C2144,KVNCMNVGQHEHGC-UHFFFAOYSA-N,CC(N(C(C)C)CCSC(=O)N1c2cccnc2Sc2c1cccc2C(F)(F)F)C,-6.674466653,6.7401,455.56
C2145,FRQSLQPWXFAJFO-UHFFFAOYSA-N,CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,-6.665790559,5.2692,354.228
C2146,ZOWYFYXTIWQBEP-UHFFFAOYSA-N,CCOc1ccc(cc1OCC)Cc1nccc2c1cc(OCC)c(c2)OCC,-6.664874603,5.4204,395.491
C2147,CFAPPJQXJQUYNZ-AUUXLREUSA-N,COC(=O)CCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2.Cl.Cl,-6.663362683,6.2869,515.923
C2149,RSXZRFHNNTTWCB-UHFFFAOYSA-N,CN1CCCC(C1)CC1c2ccccc2Sc2c1cccc2.Cl,-6.661040007,5.7549,345.929
C2151,IHUNBGSDBOWDMA-AQFIFDHZSA-N,COc1cc(C)c(c(c1C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,-6.651070519,5.167,326.429
C100,IJFPVINAQGWBRJ-UHFFFAOYSA-N,CC(CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C)C,-6.6399999,6.433,390.556
C2153,WHQCHUCQKNIQEC-UHFFFAOYSA-N,CCc1oc2c(c1C(=O)c1cc(Br)c(c(c1)Br)O)cccc2,-6.626588273,5.4568,424.083
C2155,GVOUFPWUYJWQSK-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1)C(=C1CCCCC1)c1ccc(cc1)OC(=O)C,-6.62420966,5.3032,364.434
C2156,HWLKAQICMUZYAG-UHFFFAOYSA-N,C1CCC(CC1)NCC1CCC(CC1)CNCC1CCCCC1.Cl.Cl,-6.623184165,7.2708,393.478
C101,CVUGPAFCQJIYDT-CYBMUJFWSA-N,Clc1ccc(cc1)[C@@H](C(Cl)(Cl)Cl)c1ccccc1Cl,-6.6199999,6.4955,354.486
C102,LFVLUOAHQIVABZ-UHFFFAOYSA-N,COP(=S)(Oc1cc(Cl)c(cc1Cl)I)OC,-6.6199999,5.1447,412.997
C2158,BTFMCMVEUCGQDX-UHFFFAOYSA-N,OCCC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)C,-6.603942653,4.9793,410.572
C2159,XSGIUPVGODDVRD-MONHGIHASA-N,OCCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1ccc(c2)I.Cl.Cl,-6.603086776,5.6673,565.338
C2160,YRPPIMNBOSCROA-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-].CCCCN(C(=O)OCC[N+](CC)(C)C)CCCC.CCCCN(C(=O)OCC[N+](CC)(C)C)CCCC,-6.600804051,5.9858,642.932
C2161,NYFGFEHEOLLIMX-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1cccc(c1)OC)CCN1CCCCC1.Cl,-6.595771238,5.5119,477.036
C103,GOHBXWHNJHENRX-UHFFFAOYSA-N,Cc1cc2ccccc2c2c1c1ccccc1cc2,-6.5900002,5.4546,242.314
C2164,XMLGEAMAMPIBRC-UHFFFAOYSA-N,Nc1ccc(nn1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-6.573646979,5.1896,449.59
C2165,XQEPSRGXVQDHMK-FJUODKGNSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(Br)cc2)C.Cl,-6.573234057,6.0991,396.772
C2166,XQEPSRGXVQDHMK-KIUKIJHYSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(Br)cc2)C.Cl,-6.573234057,6.0991,396.772
C105,ZWPVHELAQPIZHO-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1cc(Cl)ccc1Cl,-6.5700002,5.9672,291.988
C106,ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c(c3c1cccc3)ccc1c2cccc1,-6.5700002,5.4546,242.314
C2168,FTNWXGFYRHWUKG-UHFFFAOYSA-N,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,-6.564506404,6.1268,388.878
C2170,YSMRWXYRXBRSND-UHFFFAOYSA-N,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,-6.557682892,6.2567,368.363
C2171,BOAAOVKNVJHBAN-ZXDBEMHSSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1c(ccc2)C(F)(F)F)C.Cl,-6.557060603,6.3554,385.874
C2172,KAKFVUQHGXFCIM-FJUODKGNSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,-6.557060603,6.3554,385.874
C2173,KAKFVUQHGXFCIM-KIUKIJHYSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,-6.557060603,6.3554,385.874
C2176,NOZSPKHARJALMX-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(CC=C(C)C)CCN1CCCCC1.Cl,-6.553787792,6.57338,382.969
C2179,YGGWVLPESBDDGW-UHFFFAOYSA-N,CN(CCCN1c2cc(Cl)ccc2Sc2c1cc(O)c(c2)O)C.Cl,-6.538850779,5.1726,387.324
C2180,ZPANWZBSGMDWON-UHFFFAOYSA-N,Oc1ccc2c(c1Cc1c(O)ccc3c1cccc3)cccc2,-6.538118491,4.995,300.351
